"precinct","office","party_detailed","party_simplified","mode","votes","county_name","county_fips","jurisdiction_name","jurisdiction_fips","candidate","district","dataverse","year","stage","state","special","writein","state_po","state_fips","state_cen","state_ic","readme_check"
"Alton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"ALTON",3300101060,"JULIAN CASTRO","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Barnstead","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"BARNSTEAD",3300103220,"JULIAN CASTRO","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Belmont","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"BELMONT",3300104740,"JULIAN CASTRO","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Center Harbor","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"CENTER HARBOR",3300110660,"JULIAN CASTRO","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Gilford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"GILFORD",3300128740,"JULIAN CASTRO","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Gilmanton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"GILMANTON",3300128980,"JULIAN CASTRO","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"JULIAN CASTRO","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"JULIAN CASTRO","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"JULIAN CASTRO","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"JULIAN CASTRO","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"JULIAN CASTRO","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"JULIAN CASTRO","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Meredith","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"BELKNAP",33001,"MEREDITH",3300147140,"JULIAN CASTRO","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"New Hampton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"NEW HAMPTON",3300151540,"JULIAN CASTRO","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Sanbornton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"SANBORNTON",3300167300,"JULIAN CASTRO","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Tilton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"BELKNAP",33001,"TILTON",3300177060,"JULIAN CASTRO","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Alton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"ALTON",3300101060,"ROQUE ""ROCKY"" DE LA FUENTE","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Barnstead","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"BARNSTEAD",3300103220,"ROQUE ""ROCKY"" DE LA FUENTE","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Belmont","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"BELMONT",3300104740,"ROQUE ""ROCKY"" DE LA FUENTE","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Center Harbor","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"CENTER HARBOR",3300110660,"ROQUE ""ROCKY"" DE LA FUENTE","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Gilford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"GILFORD",3300128740,"ROQUE ""ROCKY"" DE LA FUENTE","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Gilmanton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"GILMANTON",3300128980,"ROQUE ""ROCKY"" DE LA FUENTE","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"ROQUE ""ROCKY"" DE LA FUENTE","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"ROQUE ""ROCKY"" DE LA FUENTE","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"ROQUE ""ROCKY"" DE LA FUENTE","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"ROQUE ""ROCKY"" DE LA FUENTE","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"ROQUE ""ROCKY"" DE LA FUENTE","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"ROQUE ""ROCKY"" DE LA FUENTE","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Meredith","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"MEREDITH",3300147140,"ROQUE ""ROCKY"" DE LA FUENTE","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"New Hampton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"NEW HAMPTON",3300151540,"ROQUE ""ROCKY"" DE LA FUENTE","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Sanbornton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"SANBORNTON",3300167300,"ROQUE ""ROCKY"" DE LA FUENTE","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Tilton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"TILTON",3300177060,"ROQUE ""ROCKY"" DE LA FUENTE","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Alton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"ALTON",3300101060,"JOHN K DELANEY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Barnstead","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"BARNSTEAD",3300103220,"JOHN K DELANEY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Belmont","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"BELMONT",3300104740,"JOHN K DELANEY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Center Harbor","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"CENTER HARBOR",3300110660,"JOHN K DELANEY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Gilford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"GILFORD",3300128740,"JOHN K DELANEY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Gilmanton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"GILMANTON",3300128980,"JOHN K DELANEY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"JOHN K DELANEY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"JOHN K DELANEY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"BELKNAP",33001,"LACONIA",3300140180,"JOHN K DELANEY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"JOHN K DELANEY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"JOHN K DELANEY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"JOHN K DELANEY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Meredith","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"MEREDITH",3300147140,"JOHN K DELANEY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"New Hampton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"NEW HAMPTON",3300151540,"JOHN K DELANEY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Sanbornton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"SANBORNTON",3300167300,"JOHN K DELANEY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Tilton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"TILTON",3300177060,"JOHN K DELANEY","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Alton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"ALTON",3300101060,"JASON EVRITTE DUNLAP","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Barnstead","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"BARNSTEAD",3300103220,"JASON EVRITTE DUNLAP","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Belmont","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"BELMONT",3300104740,"JASON EVRITTE DUNLAP","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Center Harbor","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"CENTER HARBOR",3300110660,"JASON EVRITTE DUNLAP","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Gilford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"GILFORD",3300128740,"JASON EVRITTE DUNLAP","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Gilmanton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"GILMANTON",3300128980,"JASON EVRITTE DUNLAP","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"JASON EVRITTE DUNLAP","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"JASON EVRITTE DUNLAP","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"JASON EVRITTE DUNLAP","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"JASON EVRITTE DUNLAP","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"JASON EVRITTE DUNLAP","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"JASON EVRITTE DUNLAP","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Meredith","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"MEREDITH",3300147140,"JASON EVRITTE DUNLAP","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"New Hampton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"BELKNAP",33001,"NEW HAMPTON",3300151540,"JASON EVRITTE DUNLAP","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Sanbornton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"SANBORNTON",3300167300,"JASON EVRITTE DUNLAP","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Tilton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"TILTON",3300177060,"JASON EVRITTE DUNLAP","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Alton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"ALTON",3300101060,"MICHAEL A ELLINGER","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Barnstead","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"BARNSTEAD",3300103220,"MICHAEL A ELLINGER","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Belmont","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"BELMONT",3300104740,"MICHAEL A ELLINGER","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Center Harbor","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"CENTER HARBOR",3300110660,"MICHAEL A ELLINGER","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Gilford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"GILFORD",3300128740,"MICHAEL A ELLINGER","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Gilmanton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"GILMANTON",3300128980,"MICHAEL A ELLINGER","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"MICHAEL A ELLINGER","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"MICHAEL A ELLINGER","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"MICHAEL A ELLINGER","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"MICHAEL A ELLINGER","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"MICHAEL A ELLINGER","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"MICHAEL A ELLINGER","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Meredith","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"MEREDITH",3300147140,"MICHAEL A ELLINGER","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"New Hampton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"NEW HAMPTON",3300151540,"MICHAEL A ELLINGER","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Sanbornton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"SANBORNTON",3300167300,"MICHAEL A ELLINGER","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Tilton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"TILTON",3300177060,"MICHAEL A ELLINGER","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Alton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",31,"BELKNAP",33001,"ALTON",3300101060,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Barnstead","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",29,"BELKNAP",33001,"BARNSTEAD",3300103220,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Belmont","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",57,"BELKNAP",33001,"BELMONT",3300104740,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Center Harbor","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",4,"BELKNAP",33001,"CENTER HARBOR",3300110660,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Gilford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",58,"BELKNAP",33001,"GILFORD",3300128740,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Gilmanton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",27,"BELKNAP",33001,"GILMANTON",3300128980,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",11,"BELKNAP",33001,"LACONIA",3300140180,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",15,"BELKNAP",33001,"LACONIA",3300140180,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",17,"BELKNAP",33001,"LACONIA",3300140180,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",15,"BELKNAP",33001,"LACONIA",3300140180,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",10,"BELKNAP",33001,"LACONIA",3300140180,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",27,"BELKNAP",33001,"LACONIA",3300140180,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Meredith","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",66,"BELKNAP",33001,"MEREDITH",3300147140,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"New Hampton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",18,"BELKNAP",33001,"NEW HAMPTON",3300151540,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Sanbornton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",21,"BELKNAP",33001,"SANBORNTON",3300167300,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Tilton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",38,"BELKNAP",33001,"TILTON",3300177060,"TULSI GABBARD","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Alton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"ALTON",3300101060,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Barnstead","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"BARNSTEAD",3300103220,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Belmont","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"BELMONT",3300104740,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Center Harbor","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"CENTER HARBOR",3300110660,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Gilford","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"GILFORD",3300128740,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Gilmanton","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"GILMANTON",3300128980,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 4","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 5","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
"Laconia Ward 6","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"BELKNAP",33001,"LACONIA",3300140180,"BEN GLEIB GLEIBERMAN","statewide","president",2020,"pri","New Hampshire",FALSE,FALSE,"NH",33,12,4,FALSE
